Call number,Customer ID,Duration,Representative,Date of Call,purchase,Rating
Call_7770,C0009,117,,2023-05-25,,4.0
Call_7771,C0001,110,,2023-05-26,,4.0
Call_7772,C0002,103,,2023-05-26,,3.4
Call_7773,C0014,45,,2023-05-26,,3.9
Call_7774,C0001,110,,2023-05-26,,2.1
Call_7775,C0010,43,,2023-05-26,,4.9
Call_7776,C0001,104,,2023-05-27,,3.4
Call_7777,C0001,101,,2023-05-27,,5.0
Call_7778,C0003,55,,2023-05-28,,4.5
Call_7779,C0013,40,,2023-05-28,,2.6
Call_7780,C0010,122,,2023-05-28,,4.2
Call_7781,C0011,98,,2023-05-29,,4.5
Call_7782,C0009,110,,2023-05-29,,4.4
Call_7783,C0009,62,,2023-05-30,,3.5
Call_7784,C0010,134,,2023-05-30,,3.0
Call_7785,C0015,94,,2023-05-30,,4.7
Call_7786,C0007,63,,2023-05-30,,3.0
Call_7787,C0006,95,,2023-05-30,,3.6
Call_7788,C0010,106,,2023-05-31,,4.1
Call_7789,C0014,94,,2023-05-31,,3.7
Call_7790,C0014,51,,2023-06-01,,4.5
Call_7791,C0008,39,,2023-06-01,,4.6
Call_7792,C0013,111,,2023-06-01,,4.3
Call_7793,C0012,141,,2023-06-03,,4.8
Call_7794,C0007,147,,2023-06-03,,4.7
Call_7795,C0015,49,,2023-06-04,,2.2
Call_7796,C0005,75,,2023-06-04,,4.4
Call_7797,C0012,48,,2023-06-05,,4.1
Call_7798,C0009,48,,2023-06-05,,4.1
Call_7799,C0004,138,,2023-06-05,,4.4
Call_7800,C0006,144,,2023-06-06,,3.7
Call_7801,C0001,119,,2023-06-07,,3.8
Call_7802,C0004,101,,2023-06-08,,4.3
Call_7803,C0006,59,,2023-06-09,,3.5
Call_7804,C0013,125,,2023-06-09,,4.1
Call_7805,C0010,147,,2023-06-09,,4.2
Call_7806,C0002,76,,2023-06-09,,4.5
Call_7807,C0007,99,,2023-06-10,,3.8
Call_7808,C0008,111,,2023-06-11,,4.1
Call_7809,C0011,147,,2023-06-11,,4.4
Call_7810,C0003,141,,2023-06-11,,4.6
Call_7811,C0002,71,,2023-06-12,,3.4
Call_7812,C0002,121,,2023-06-13,,4.6
Call_7813,C0002,60,,2023-06-13,,3.9
Call_7814,C0015,158,,2023-06-14,,4.0
Call_7815,C0010,159,,2023-06-14,,3.4
Call_7816,C0004,70,,2023-06-15,,3.2
Call_7817,C0012,78,,2023-06-15,,3.9
Call_7818,C0011,103,,2023-06-15,,5.0
Call_7819,C0005,108,,2023-06-15,,3.5
Call_7820,C0005,44,,2023-06-15,,3.8
Call_7821,C0012,127,,2023-06-16,,4.8
Call_7822,C0011,132,,2023-06-17,,4.2
Call_7823,C0003,106,,2023-06-17,,3.7
Call_7824,C0008,107,,2023-06-18,,4.8
Call_7825,C0010,85,,2023-06-18,,4.8
Call_7826,C0007,49,,2023-06-19,,2.9
Call_7827,C0002,117,,2023-06-20,,3.5
Call_7828,C0008,136,,2023-06-20,,0.9
Call_7829,C0005,130,,2023-06-21,,3.4
Call_7830,C0005,73,,2023-06-21,,2.7
Call_7831,C0007,80,,2023-06-21,,4.7
Call_7832,C0001,44,,2023-06-21,,3.0
Call_7833,C0001,102,,2023-06-21,,4.2
Call_7834,C0015,74,,2023-06-21,,4.8
Call_7835,C0007,52,,2023-06-23,,4.1
Call_7836,C0007,74,,2023-06-23,,2.7
Call_7837,C0005,96,,2023-06-23,,2.9
Call_7838,C0013,104,,2023-06-23,,5.0
Call_7839,C0005,123,,2023-06-24,,4.6
Call_7840,C0009,100,,2023-06-24,,3.0
Call_7841,C0013,35,,2023-06-25,,4.6
Call_7842,C0007,123,,2023-06-25,,4.5
Call_7843,C0002,133,,2023-06-26,,3.7
Call_7844,C0005,126,,2023-06-26,,2.4
Call_7845,C0007,39,,2023-06-26,,4.3
Call_7846,C0015,31,,2023-06-26,,3.9
Call_7847,C0011,25,,2023-06-26,,4.5
Call_7848,C0004,132,,2023-06-27,,5.0
Call_7849,C0013,63,,2023-06-27,,1.6
Call_7850,C0009,135,,2023-06-27,,4.3
Call_7851,C0010,101,,2023-06-27,,3.5
Call_7852,C0002,80,,2023-06-28,,3.1
Call_7853,C0001,28,,2023-06-28,,2.9
Call_7854,C0010,102,,2023-06-29,,3.2
Call_7855,C0013,60,,2023-06-30,,3.2
Call_7856,C0014,103,,2023-06-30,,4.5
Call_7857,C0002,90,,2023-07-01,,3.9
Call_7858,C0012,88,,2023-07-01,,4.2
Call_7859,C0014,37,,2023-07-01,,1.8
Call_7860,C0001,142,,2023-07-01,,4.2
Call_7861,C0001,153,,2023-07-01,,3.1
Call_7862,C0006,128,,2023-07-01,,4.3
Call_7863,C0013,110,,2023-07-02,,4.4
Call_7864,C0006,139,,2023-07-02,,4.4
Call_7865,C0010,109,,2023-07-04,,2.4
Call_7866,C0004,57,,2023-07-05,,3.5
Call_7867,C0010,68,,2023-07-05,,3.1
Call_7868,C0011,128,,2023-07-05,,2.3
Call_7869,C0003,102,,2023-07-06,,2.8
Call_7870,C0006,52,,2023-07-06,,4.5
Call_7871,C0011,55,,2023-07-07,,4.5
Call_7872,C0014,107,,2023-07-07,,4.5
Call_7873,C0002,88,,2023-07-08,,4.8
Call_7874,C0007,49,,2023-07-08,,4.6
Call_7875,C0002,72,,2023-07-08,,4.5
Call_7876,C0004,50,,2023-07-08,,5.0
Call_7877,C0002,52,,2023-07-08,,4.8
Call_7878,C0005,85,,2023-07-09,,3.5
Call_7879,C0009,98,,2023-07-10,,3.4
Call_7880,C0015,52,,2023-07-10,,3.3
Call_7881,C0011,154,,2023-07-10,,4.9
Call_7882,C0008,131,,2023-07-11,,4.5
Call_7883,C0005,73,,2023-07-12,,4.8
Call_7884,C0013,45,,2023-07-12,,4.8
Call_7885,C0006,114,,2023-07-12,,3.9
Call_7886,C0009,69,,2023-07-13,,3.9
Call_7887,C0008,33,,2023-07-13,,3.7
Call_7888,C0004,31,,2023-07-14,,4.8
Call_7889,C0013,168,,2023-07-14,,3.5
Call_7890,C0005,111,,2023-07-15,,4.2
Call_7891,C0004,80,,2023-07-16,,4.9
Call_7892,C0003,37,,2023-07-16,,4.6
Call_7893,C0001,137,,2023-07-17,,2.6
Call_7894,C0009,123,,2023-07-17,,2.7
Call_7895,C0012,105,,2023-07-18,,4.7
Call_7896,C0003,76,,2023-07-19,,3.9
Call_7897,C0004,144,,2023-07-19,,2.8
Call_7898,C0008,109,,2023-07-19,,3.1
Call_7899,C0009,172,,2023-07-20,,4.2
Call_7900,C0004,56,,2023-07-20,,4.3
Call_7901,C0004,121,,2023-07-20,,2.7
Call_7902,C0009,41,,2023-07-21,,2.3
Call_7903,C0014,60,,2023-07-21,,2.3
Call_7904,C0014,144,,2023-07-22,,2.9
Call_7905,C0011,67,,2023-07-22,,4.2
Call_7906,C0009,162,,2023-07-22,,4.6
Call_7907,C0014,87,,2023-07-25,,4.5
Call_7908,C0015,10,,2023-07-26,,3.7
Call_7909,C0004,138,,2023-07-26,,4.1
Call_7910,C0009,31,,2023-07-27,,3.4
Call_7911,C0012,75,,2023-07-27,,3.3
Call_7912,C0003,65,,2023-07-28,,4.4
Call_7913,C0005,106,,2023-07-28,,4.2
Call_7914,C0003,107,,2023-07-29,,3.4
Call_7915,C0001,78,,2023-07-31,,4.4
Call_7916,C0002,122,,2023-07-31,,2.7
Call_7917,C0004,58,,2023-07-31,,4.5
Call_7918,C0001,33,,2023-07-31,,1.7
Call_7919,C0008,164,,2023-07-31,,4.7
Call_7920,C0012,163,,2023-07-31,,4.4
Call_7921,C0007,71,,2023-08-02,,3.5
Call_7922,C0001,103,,2023-08-03,,4.7
Call_7923,C0006,69,,2023-08-03,,4.3
Call_7924,C0012,111,,2023-08-03,,4.1
Call_7925,C0010,97,,2023-08-04,,2.9
Call_7926,C0013,144,,2023-08-04,,3.4
Call_7927,C0005,56,,2023-08-05,,4.6
Call_7928,C0013,132,,2023-08-06,,4.9
Call_7929,C0007,72,,2023-08-06,,3.6
Call_7930,C0012,18,,2023-08-06,,3.5
Call_7931,C0011,115,,2023-08-07,,3.3
Call_7932,C0011,124,,2023-08-08,,3.8
Call_7933,C0004,130,,2023-08-08,,2.5
Call_7934,C0015,120,,2023-08-10,,4.6
Call_7935,C0010,75,,2023-08-10,,4.7
Call_7936,C0003,63,,2023-08-10,,3.6
Call_7937,C0013,74,,2023-08-12,,4.3
Call_7938,C0006,134,,2023-08-13,,4.7
Call_7939,C0012,103,,2023-08-13,,4.9
Call_7940,C0012,155,,2023-08-16,,4.9
Call_7941,C0003,128,,2023-08-17,,1.9
Call_7942,C0010,89,,2023-08-18,,4.5
Call_7943,C0011,81,,2023-08-18,,4.9
Call_7944,C0010,66,,2023-08-19,,4.5
Call_7945,C0007,61,,2023-08-19,,2.7
Call_7946,C0011,128,,2023-08-19,,2.1
Call_7947,C0012,30,,2023-08-19,,4.2
Call_7948,C0008,63,,2023-08-20,,4.7
Call_7949,C0002,64,,2023-08-20,,3.9
Call_7950,C0014,151,,2023-08-21,,4.1
Call_7951,C0001,116,,2023-08-21,,3.8
Call_7952,C0014,111,,2023-08-23,,1.8
Call_7953,C0011,15,,2023-08-23,,4.1
Call_7954,C0002,18,,2023-08-24,,4.4
Call_7955,C0007,146,,2023-08-24,,4.1
Call_7956,C0012,73,,2023-08-25,,3.8
Call_7957,C0014,108,,2023-08-25,,4.3
Call_7958,C0006,52,,2023-08-26,,4.5
Call_7959,C0001,165,,2023-08-26,,3.4
Call_7960,C0007,104,,2023-08-26,,4.8
Call_7961,C0012,131,,2023-08-26,,4.9
Call_7962,C0015,80,,2023-08-27,,4.7
Call_7963,C0011,49,,2023-08-27,,3.3
Call_7964,C0001,73,,2023-08-27,,2.8
Call_7965,C0007,117,,2023-08-27,,4.1
Call_7966,C0005,38,,2023-08-27,,3.5
Call_7967,C0006,109,,2023-08-29,,2.3
Call_7968,C0011,70,,2023-08-30,,4.1
Call_7969,C0004,51,,2023-08-30,,4.3
Call_7970,C0004,100,,2023-08-31,,4.9
Call_7971,C0013,124,,2023-09-01,,4.0
Call_7972,C0003,143,,2023-09-01,,4.7
Call_7973,C0010,96,,2023-09-01,,3.4
Call_7974,C0001,84,,2023-09-03,,4.0
Call_7975,C0009,111,,2023-09-03,,4.5
Call_7976,C0009,103,,2023-09-04,,4.5
Call_7977,C0003,61,,2023-09-04,,4.9
Call_7978,C0012,113,,2023-09-04,,4.4
Call_7979,C0012,96,,2023-09-04,,2.9
Call_7980,C0002,131,,2023-09-05,,4.4
Call_7981,C0007,52,,2023-09-06,,4.3
Call_7982,C0004,100,,2023-09-06,,4.7
Call_7983,C0014,58,,2023-09-06,,3.2
Call_7984,C0011,144,,2023-09-07,,2.3
Call_7985,C0014,53,,2023-09-08,,3.6
Call_7986,C0012,97,,2023-09-08,,4.6
Call_7987,C0005,64,,2023-09-08,,4.0
Call_7988,C0003,106,,2023-09-08,,4.7
Call_7989,C0001,36,,2023-09-09,,4.3
Call_7990,C0011,74,,2023-09-09,,2.8
Call_7991,C0006,143,,2023-09-09,,4.0
Call_7992,C0003,94,,2023-09-09,,3.9
Call_7993,C0015,124,,2023-09-10,,3.1
Call_7994,C0001,156,,2023-09-10,,2.7
Call_7995,C0010,107,,2023-09-10,,4.7
Call_7996,C0003,58,,2023-09-12,,4.3
Call_7997,C0013,66,,2023-09-12,,3.8
Call_7998,C0002,75,,2023-09-12,,4.4
Call_7999,C0010,8,,2023-09-12,,3.9
Call_8000,C0005,76,,2023-09-13,,4.9
Call_8001,C0003,110,,2023-09-13,,4.2
Call_8002,C0013,50,,2023-09-14,,4.0
Call_8003,C0007,78,,2023-09-14,,4.2
Call_8004,C0012,59,,2023-09-15,,4.8
Call_8005,C0007,126,,2023-09-16,,1.1
Call_8006,C0005,43,,2023-09-17,,4.0
Call_8007,C0001,79,,2023-09-19,,4.8
Call_8008,C0003,71,,2023-09-20,,4.2
Call_8009,C0009,94,,2023-09-21,,4.6
Call_8010,C0010,108,,2023-09-21,,4.0
Call_8011,C0005,76,,2023-09-21,,3.9
Call_8012,C0012,136,,2023-09-21,,2.8
Call_8013,C0004,129,,2023-09-22,,4.7
Call_8014,C0010,120,,2023-09-22,,4.2
Call_8015,C0005,108,,2023-09-23,,3.9
Call_8016,C0007,79,,2023-09-23,,4.6
Call_8017,C0007,45,,2023-09-23,,4.3
Call_8018,C0011,96,,2023-09-23,,3.6
Call_8019,C0011,81,,2023-09-24,,4.9
Call_8020,C0012,95,,2023-09-24,,2.4
Call_8021,C0015,159,,2023-09-24,,4.2
Call_8022,C0008,109,,2023-09-24,,3.9
Call_8023,C0007,107,,2023-09-24,,4.2
Call_8024,C0011,67,,2023-09-25,,3.9
Call_8025,C0002,96,,2023-09-26,,4.5
Call_8026,C0006,142,,2023-09-27,,3.8
Call_8027,C0006,71,,2023-09-27,,3.9
Call_8028,C0002,152,,2023-09-27,,4.7
Call_8029,C0001,108,,2023-09-27,,3.2
Call_8030,C0001,156,,2023-09-27,,5.0
Call_8031,C0006,126,,2023-09-27,,3.7
Call_8032,C0005,135,,2023-09-28,,3.9
Call_8033,C0006,110,,2023-09-29,,3.1
Call_8034,C0015,64,,2023-09-29,,2.0
Call_8035,C0009,127,,2023-09-29,,4.6
Call_8036,C0008,124,,2023-09-29,,3.7
Call_8037,C0015,125,,2023-09-29,,4.4
Call_8038,C0004,70,,2023-09-29,,2.1
Call_8039,C0009,93,,2023-09-30,,2.2
Call_8040,C0004,120,,2023-09-30,,3.4
Call_8041,C0011,96,,2023-09-30,,2.7
Call_8042,C0014,67,,2023-09-30,,3.7
Call_8043,C0015,119,,2023-09-30,,3.1
Call_8044,C0008,61,,2023-09-30,,4.1
Call_8045,C0011,29,,2023-09-30,,4.8
Call_8046,C0002,134,,2023-09-30,,4.0
Call_8047,C0006,113,,2023-10-01,,3.0
Call_8048,C0001,12,,2023-10-01,,4.8
Call_8049,C0013,78,,2023-10-01,,4.1
Call_8050,C0015,82,,2023-10-01,,4.2
Call_8051,C0010,149,,2023-10-01,,3.3
Call_8052,C0007,56,,2023-10-01,,4.7
Call_8053,C0011,80,,2023-10-01,,3.7
Call_8054,C0008,131,,2023-10-01,,4.7
Call_8055,C0008,109,,2023-10-01,,4.6
Call_8056,C0007,142,,2023-10-01,,4.8
Call_8057,C0009,114,,2023-10-02,,2.0
Call_8058,C0014,93,,2023-10-02,,3.9
Call_8059,C0001,43,,2023-10-02,,3.0
Call_8060,C0002,78,,2023-10-03,,4.6
Call_8061,C0009,89,,2023-10-03,,3.8
Call_8062,C0007,82,,2023-10-03,,4.4
Call_8063,C0011,86,,2023-10-04,,2.4
Call_8064,C0012,57,,2023-10-04,,4.5
Call_8065,C0014,103,,2023-10-04,,4.5
Call_8066,C0013,138,,2023-10-05,,2.7
Call_8067,C0010,88,,2023-10-05,,4.9
Call_8068,C0009,118,,2023-10-05,,3.7
Call_8069,C0011,4,,2023-10-05,,3.9
Call_8070,C0001,78,,2023-10-06,,3.5
Call_8071,C0006,69,,2023-10-06,,2.7
Call_8072,C0007,90,,2023-10-06,,3.9
Call_8073,C0006,134,,2023-10-06,,3.4
Call_8074,C0004,65,,2023-10-06,,5.0
Call_8075,C0005,54,,2023-10-07,,4.4
Call_8076,C0005,90,,2023-10-07,,4.3
Call_8077,C0007,66,,2023-10-07,,4.7
Call_8078,C0011,150,,2023-10-08,,4.1
Call_8079,C0002,18,,2023-10-08,,4.8
Call_8080,C0005,87,,2023-10-08,,4.2
Call_8081,C0013,94,,2023-10-09,,3.4
Call_8082,C0012,56,,2023-10-09,,3.3
Call_8083,C0009,41,,2023-10-10,,3.8
Call_8084,C0011,119,,2023-10-10,,3.9
Call_8085,C0014,108,,2023-10-10,,2.5
Call_8086,C0001,63,,2023-10-10,,4.9
Call_8087,C0015,59,,2023-10-10,,4.8
Call_8088,C0015,90,,2023-10-10,,4.7
Call_8089,C0010,55,,2023-10-10,,4.7
Call_8090,C0014,84,,2023-10-11,,3.3
Call_8091,C0014,150,,2023-10-11,,4.7
Call_8092,C0008,69,,2023-10-11,,4.5
Call_8093,C0003,120,,2023-10-12,,4.6
Call_8094,C0005,126,,2023-10-12,,4.8
Call_8095,C0008,120,,2023-10-12,,4.3
Call_8096,C0005,139,,2023-10-13,,4.7
Call_8097,C0010,124,,2023-10-14,,4.8
Call_8098,C0003,108,,2023-10-14,,4.7
Call_8099,C0004,132,,2023-10-14,,4.3
Call_8100,C0001,67,,2023-10-14,,3.8
Call_8101,C0007,125,,2023-10-14,,4.6
Call_8102,C0003,23,,2023-10-14,,2.9
Call_8103,C0011,131,,2023-10-15,,4.8
Call_8104,C0004,56,,2023-10-15,,4.9
Call_8105,C0011,70,,2023-10-15,,3.4
Call_8106,C0011,55,,2023-10-15,,4.3
Call_8107,C0007,77,,2023-10-15,,3.9
Call_8108,C0014,133,,2023-10-16,,3.9
Call_8109,C0007,77,,2023-10-16,,1.5
Call_8110,C0015,103,,2023-10-16,,3.0
Call_8111,C0008,32,,2023-10-16,,4.2
Call_8112,C0014,30,,2023-10-16,,3.7
Call_8113,C0005,87,,2023-10-16,,4.2
Call_8114,C0007,137,,2023-10-17,,4.4
Call_8115,C0013,96,,2023-10-17,,4.0
Call_8116,C0010,155,,2023-10-18,,4.7
Call_8117,C0014,173,,2023-10-18,,2.8
Call_8118,C0010,127,,2023-10-18,,2.5
Call_8119,C0004,117,,2023-10-18,,3.4
Call_8120,C0003,133,,2023-10-18,,4.8
Call_8121,C0002,166,,2023-10-19,,4.3
Call_8122,C0003,50,,2023-10-19,,4.5
Call_8123,C0015,43,,2023-10-19,,3.6
Call_8124,C0013,124,,2023-10-19,,3.7
Call_8125,C0014,94,,2023-10-19,,3.5
Call_8126,C0015,126,,2023-10-20,,4.7
Call_8127,C0002,105,,2023-10-20,,3.5
Call_8128,C0011,60,,2023-10-21,,3.9
Call_8129,C0011,72,,2023-10-21,,4.8
Call_8130,C0012,40,,2023-10-21,,4.0
Call_8131,C0008,54,,2023-10-22,,4.7
Call_8132,C0004,81,,2023-10-22,,3.6
Call_8133,C0008,76,,2023-10-22,,4.5
Call_8134,C0008,37,,2023-10-23,,4.0
Call_8135,C0002,96,,2023-10-23,,4.5
Call_8136,C0011,19,,2023-10-24,,3.9
Call_8137,C0012,72,,2023-10-24,,4.3
Call_8138,C0014,73,,2023-10-24,,3.6
Call_8139,C0001,87,,2023-10-24,,3.6
Call_8140,C0001,68,,2023-10-25,,4.0
Call_8141,C0012,101,,2023-10-25,,4.2
Call_8142,C0012,107,,2023-10-26,,4.3
Call_8143,C0009,109,,2023-10-26,,3.8
Call_8144,C0013,171,,2023-10-26,,4.4
Call_8145,C0011,21,,2023-10-26,,4.7
Call_8146,C0004,94,,2023-10-27,,3.6
Call_8147,C0014,97,,2023-10-27,,2.2
Call_8148,C0002,72,,2023-10-27,,4.8
Call_8149,C0013,143,,2023-10-28,,4.3
Call_8150,C0013,64,,2023-10-28,,2.2
Call_8151,C0013,69,,2023-10-28,,4.8
Call_8152,C0013,18,,2023-10-28,,2.6
Call_8153,C0014,100,,2023-10-28,,2.6
Call_8154,C0010,110,,2023-10-29,,3.4
Call_8155,C0006,41,,2023-10-29,,3.7
Call_8156,C0010,147,,2023-10-29,,2.1
Call_8157,C0004,31,,2023-10-30,,3.6
Call_8158,C0001,142,,2023-10-30,,3.8
Call_8159,C0009,61,,2023-10-30,,3.1
Call_8160,C0003,86,,2023-10-31,,4.4
Call_8161,C0005,165,,2023-11-01,,4.8
Call_8162,C0008,62,,2023-11-01,,3.5
Call_8163,C0014,103,,2023-11-02,,4.4
Call_8164,C0001,56,,2023-11-03,,3.8
Call_8165,C0012,114,,2023-11-04,,3.8
Call_8166,C0001,112,,2023-11-04,,4.6
Call_8167,C0007,52,,2023-11-06,,5.0
Call_8168,C0014,105,,2023-11-07,,3.2
Call_8169,C0005,91,,2023-11-07,,3.7
Call_8170,C0015,74,,2023-11-08,,2.7
Call_8171,C0015,30,,2023-11-08,,4.0
Call_8172,C0005,56,,2023-11-08,,2.6
Call_8173,C0015,151,,2023-11-08,,4.6
Call_8174,C0004,108,,2023-11-09,,2.7
Call_8175,C0012,124,,2023-11-09,,3.5
Call_8176,C0014,110,,2023-11-10,,3.6
Call_8177,C0010,89,,2023-11-10,,4.9
Call_8178,C0003,95,,2023-11-10,,3.9
Call_8179,C0015,84,,2023-11-11,,4.7
Call_8180,C0002,89,,2023-11-11,,4.5
Call_8181,C0010,146,,2023-11-12,,4.5
Call_8182,C0013,62,,2023-11-13,,4.4
Call_8183,C0001,82,,2023-11-13,,4.1
Call_8184,C0009,91,,2023-11-13,,3.8
Call_8185,C0002,39,,2023-11-14,,4.2
Call_8186,C0010,149,,2023-11-14,,2.2
Call_8187,C0001,138,,2023-11-14,,3.9
Call_8188,C0013,113,,2023-11-15,,3.9
Call_8189,C0011,88,,2023-11-15,,4.1
Call_8190,C0003,64,,2023-11-15,,4.6
Call_8191,C0005,53,,2023-11-16,,4.1
Call_8192,C0012,63,,2023-11-16,,5.0
Call_8193,C0007,54,,2023-11-17,,2.8
Call_8194,C0012,54,,2023-11-17,,2.7
Call_8195,C0010,71,,2023-11-17,,3.9
Call_8196,C0012,93,,2023-11-18,,4.3
Call_8197,C0014,96,,2023-11-18,,2.5
Call_8198,C0002,31,,2023-11-18,,3.4
Call_8199,C0012,107,,2023-11-18,,3.4
Call_8200,C0005,50,,2023-11-19,,1.8
Call_8201,C0001,69,,2023-11-20,,3.7
Call_8202,C0011,26,,2023-11-21,,4.1
Call_8203,C0014,158,,2023-11-21,,3.0
Call_8204,C0007,99,,2023-11-23,,3.9
Call_8205,C0014,78,,2023-11-23,,4.0
Call_8206,C0014,102,,2023-11-24,,4.5
Call_8207,C0007,158,,2023-11-24,,4.0
Call_8208,C0002,56,,2023-11-24,,4.3
Call_8209,C0004,17,,2023-11-24,,4.8
Call_8210,C0011,104,,2023-11-26,,4.7
Call_8211,C0015,96,,2023-11-26,,5.0
Call_8212,C0009,83,,2023-11-27,,1.5
Call_8213,C0005,80,,2023-11-28,,4.1
Call_8214,C0009,152,,2023-11-28,,3.9
Call_8215,C0010,34,,2023-11-28,,4.1
Call_8216,C0013,2,,2023-11-29,,2.8
Call_8217,C0005,140,,2023-11-30,,4.6
Call_8218,C0004,126,,2023-12-01,,4.8
Call_8219,C0014,79,,2023-12-01,,2.3
Call_8220,C0004,133,,2023-12-01,,2.6
Call_8221,C0010,97,,2023-12-01,,4.8
Call_8222,C0014,102,,2023-12-02,,3.7
Call_8223,C0006,62,,2023-12-02,,4.2
Call_8224,C0004,149,,2023-12-03,,3.3
Call_8225,C0013,133,,2023-12-03,,4.3
Call_8226,C0014,51,,2023-12-03,,3.7
Call_8227,C0006,110,,2023-12-04,,3.7
Call_8228,C0010,38,,2023-12-05,,3.1
Call_8229,C0013,78,,2023-12-07,,2.4
Call_8230,C0010,25,,2023-12-08,,3.5
Call_8231,C0012,50,,2023-12-08,,4.3
Call_8232,C0010,103,,2023-12-09,,3.4
Call_8233,C0009,63,,2023-12-09,,3.7
Call_8234,C0012,96,,2023-12-13,,4.8
Call_8235,C0005,94,,2023-12-13,,3.3
Call_8236,C0006,46,,2023-12-14,,4.2
Call_8237,C0008,127,,2023-12-15,,2.6
Call_8238,C0007,96,,2023-12-15,,4.9
Call_8239,C0001,151,,2023-12-15,,2.0
Call_8240,C0008,158,,2023-12-16,,4.7
Call_8241,C0005,45,,2023-12-16,,2.8
Call_8242,C0002,141,,2023-12-16,,3.2
Call_8243,C0010,147,,2023-12-16,,4.7
Call_8244,C0015,126,,2023-12-16,,4.8
Call_8245,C0005,126,,2023-12-17,,4.7
Call_8246,C0013,32,,2023-12-17,,4.0
Call_8247,C0005,84,,2023-12-19,,4.9
Call_8248,C0009,120,,2023-12-20,,3.7
Call_8249,C0011,93,,2023-12-20,,4.5
Call_8250,C0007,76,,2023-12-21,,2.1
Call_8251,C0008,89,,2023-12-24,,2.8
Call_8252,C0014,91,,2023-12-24,,4.1
Call_8253,C0006,7,,2023-12-25,,3.3
Call_8254,C0013,140,,2023-12-25,,1.7
Call_8255,C0004,58,,2023-12-25,,3.6
Call_8256,C0003,90,,2023-12-26,,3.6
Call_8257,C0003,106,,2023-12-27,,4.6
Call_8258,C0009,72,,2023-12-27,,4.8
Call_8259,C0006,124,,2023-12-28,,4.5
Call_8260,C0002,86,,2023-12-28,,4.5
Call_8261,C0005,164,,2023-12-29,,4.6
Call_8262,C0011,40,,2023-12-29,,4.6
Call_8263,C0014,76,,2023-12-29,,3.5
Call_8264,C0006,95,,2023-12-29,,2.9
Call_8265,C0014,113,,2023-12-30,,4.7
Call_8266,C0002,81,,2023-12-30,,3.9
Call_8267,C0007,127,,2023-12-30,,3.8
Call_8268,C0013,146,,2023-12-31,,2.3
Call_8269,C0010,123,,2023-12-31,,3.7
Call_8270,C0009,114,,2023-12-31,,3.9
